"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station"
6111,2013,11,10,14,8,22,15,17,500,75.1842,8.5,1014.8,-19.4,0,"ENE",1.9,"Huairou"
6112,2013,11,10,15,16,37,25,21,500,73.2564,8.5,1014.8,-19.4,0,"ENE",1.2,"Huairou"
6113,2013,11,10,16,13,42,19,29,500,65.7594,7,1015,-18.8,0,"NE",1.2,"Huairou"
6114,2013,11,10,17,19,55,26,48,700,45.6246,4.7,1015.3,-18.3,0,"SE",0.6,"Huairou"
6115,2013,11,10,18,34,94,18,75,900,15.4224,3.1,1016.5,-11.3,0,"NW",1.1,"Huairou"
6116,2013,11,10,19,26,84,29,88,1000,3.4272,1.9,1017.4,-12,0,"S",0.5,"Huairou"
6117,2013,11,10,20,42,98,55,87,1200,2.7846,1.2,1018.1,-13.3,0,"NNE",1,"Huairou"
6118,2013,11,10,21,51,103,21,80,1300,2.3562,0.4,1019.2,-11,0,"WSW",0.7,"Huairou"
6119,2013,11,10,22,70,103,28,78,1600,2.9988,-0.2,1020.2,-11.6,0,"WNW",0.9,"Huairou"
6120,2013,11,10,23,51,90,30,74,1400,1.7136,0.4,1020.8,-12,0,"WNW",1.1,"Huairou"
6121,2013,11,11,0,34,54,17,59,1100,4.4982,0.1,1021.4,-11.6,0,"WNW",1.3,"Huairou"
6122,2013,11,11,1,25,25,14,49,1100,13.0662,1.2,1021.7,-11.9,0,"WSW",0.9,"Huairou"
6123,2013,11,11,2,17,31,8,27,800,31.4874,-0.3,1021.8,-9.7,0,"W",0.6,"Huairou"
6124,2013,11,11,3,19,28,15,57,1000,7.7112,-1.3,1021.8,-8.1,0,"NW",0.9,"Huairou"
6125,2013,11,11,4,21,27,18,57,1100,1.7136,-1.6,1021.7,-8.8,0,"NW",0.9,"Huairou"
6126,2013,11,11,5,18,19,12,50,900,10.4958,-1.6,1021.5,-8.8,0,"WNW",0.8,"Huairou"
6127,2013,11,11,6,9,36,8,39,700,17.3502,-1.5,1021.5,-9.4,0,"N",1,"Huairou"
6128,2013,11,11,7,14,30,11,52,1000,4.9266,0.6,1022,-9.4,0,"NW",0.8,"Huairou"
6129,2013,11,11,8,12,38,23,63,1300,4.4982,5.1,1022.1,-8.4,0,"ENE",1,"Huairou"
6130,2013,11,11,9,30,43,41,61,1100,12.4236,7.8,1021.5,-8.7,0,"E",0.8,"Huairou"
6131,2013,11,11,10,37,43,41,55,900,25.0614,9.2,1020.5,-10.4,0,"ENE",1.3,"Huairou"
6132,2013,11,11,11,23,5,38,35,700,44.982,11.3,1018.6,-10.3,0,"ENE",0.8,"Huairou"
6133,2013,11,11,12,23,6,28,21,600,57.4056,13,1017.1,-10.8,0,"SW",3.3,"Huairou"
6134,2013,11,11,13,NA,6,44,11,900,74.5416,14,1016.1,-11.5,0,"SW",2.4,"Huairou"
6135,2013,11,11,14,9,9,44,17,800,67.6872,14.5,1015.5,-11.1,0,"WNW",1.7,"Huairou"
6136,2013,11,11,15,18,4,24,14,NA,71.3286,12.7,1015.3,-9.1,0,"SSW",1,"Huairou"
6137,2013,11,11,16,18,28,24,14,400,NA,10.3,1015.3,-9.4,0,"SW",0.6,"Huairou"
6138,2013,11,11,17,43,80,24,35,600,37.9134,8.7,1015.5,-7.9,0,"WNW",0.5,"Huairou"
6139,2013,11,11,18,57,94,25,99,800,11.1384,5,1015.7,-5.1,0,"NNE",0.7,"Huairou"
6140,2013,11,11,19,68,118,31,106,1200,3.4272,3.6,1015.8,-5.9,0,"WNW",1.1,"Huairou"
6141,2013,11,11,20,105,159,35,111,2000,4.9266,2.7,1015.9,-5.9,0,"WNW",0.9,"Huairou"
6142,2013,11,11,21,114,169,25,102,2200,3.6414,1.8,1015.8,-7,0,"WSW",0.5,"Huairou"
6143,2013,11,11,22,70,90,19,80,1200,3.6414,1.1,1016,-6,0,"NE",0.5,"Huairou"
6144,2013,11,11,23,61,75,16,69,1100,5.5692,0.7,1016.4,-5.5,0,"NW",0.8,"Huairou"
6145,2013,11,12,0,58,72,14,68,1100,3.213,0.5,1016.3,-6.4,0,"SE",0.7,"Huairou"
6146,2013,11,12,1,60,73,13,63,1100,5.5692,-0.3,1016.6,-6.1,0,"WNW",0.9,"Huairou"
6147,2013,11,12,2,63,90,13,74,1200,0.8568,-0.4,1016.4,-6.4,0,"WNW",0.6,"Huairou"
6148,2013,11,12,3,52,72,12,64,1000,0.6426,-0.9,1016.1,-5.1,0,"WNW",0.7,"Huairou"
6149,2013,11,12,4,52,73,12,67,1200,0.6426,-1.1,1016.4,-6.1,0,"W",1,"Huairou"
6150,2013,11,12,5,45,71,17,71,1000,0.2142,-1.2,1016.5,-5.8,0,"WNW",1.1,"Huairou"
6151,2013,11,12,6,46,70,44,73,800,0.4284,-1.3,1016.7,-5.2,0,"SSE",0.5,"Huairou"
6152,2013,11,12,7,41,72,18,69,900,1.071,0.8,1017.3,-4.8,0,"W",0.8,"Huairou"
6153,2013,11,12,8,51,81,27,68,1300,3.213,6,1017.6,-4.5,0,"E",1.5,"Huairou"
6154,2013,11,12,9,61,108,121,75,1400,6.2118,9.6,1017.7,-4.4,0,"E",1.8,"Huairou"
6155,2013,11,12,10,56,96,86,61,900,19.0638,11.9,1017.1,-5.2,0,"E",2.1,"Huairou"
6156,2013,11,12,11,45,67,52,43,500,42.4116,13.3,1015.9,-5.3,0,"NE",1.1,"Huairou"
6157,2013,11,12,12,19,31,19,23,300,64.0458,14.3,1014.9,-6,0,"ENE",1.7,"Huairou"
6158,2013,11,12,13,10,18,26,16,300,74.1132,14.7,1014.3,-5.7,0,"ENE",1.5,"Huairou"
6159,2013,11,12,14,11,11,22,16,300,79.254,15.6,1014,-5.5,0,"E",0.9,"Huairou"
6160,2013,11,12,15,12,16,22,22,400,77.9688,14.4,1013.7,-5.9,0,"E",1.1,"Huairou"
6161,2013,11,12,16,16,23,23,28,400,74.1132,11.9,1013.9,-5.6,0,"ESE",0.5,"Huairou"
6162,2013,11,12,17,14,25,18,43,300,52.0506,8,1014.3,-4.5,0,"WNW",1.5,"Huairou"
6163,2013,11,12,18,21,61,17,85,1000,9.4248,6.2,1014.9,-4.9,0,"SSE",0.7,"Huairou"
6164,2013,11,12,19,56,76,16,79,1300,10.2816,5,1015.3,-3.3,0,"WNW",1,"Huairou"
6165,2013,11,12,20,69,106,18,83,1700,5.355,4.5,1016,-3.8,0,"NW",1,"Huairou"
6166,2013,11,12,21,60,70,12,65,1200,7.0686,3.5,1016.3,-2.5,0,"N",0.7,"Huairou"
6167,2013,11,12,22,54,59,11,58,1000,10.4958,3.1,1016.5,-3.3,0,"WNW",0.8,"Huairou"
6168,2013,11,12,23,64,82,11,67,1500,1.7136,2.7,1016.2,-3.2,0,"NNW",0.7,"Huairou"
6169,2013,11,13,0,67,84,10,65,1300,1.2852,2.9,1015.8,-3.2,0,"WNW",1.3,"Huairou"
6170,2013,11,13,1,66,76,10,57,1200,4.0698,2.5,1015.4,-3.2,0,"WNW",1.1,"Huairou"
6171,2013,11,13,2,57,59,10,46,1000,12.4236,2,1014.5,-3.3,0,"WNW",1.1,"Huairou"
6172,2013,11,13,3,48,54,12,47,900,15.4224,1.4,1014.2,-3.1,0,"WNW",1.2,"Huairou"
6173,2013,11,13,4,51,54,11,50,1000,11.781,2,1014.1,-2.9,0,"WNW",1.1,"Huairou"
6174,2013,11,13,5,54,59,12,58,1000,7.9254,0.9,1013.7,-3.2,0,"E",0.6,"Huairou"
6175,2013,11,13,6,59,63,13,64,1100,5.355,1.2,1013.7,-3.3,0,"SE",0.5,"Huairou"
6176,2013,11,13,7,58,68,16,69,1300,2.9988,1.7,1014.1,-2.3,0,"NNE",0.4,"Huairou"
6177,2013,11,13,8,63,76,17,70,1500,2.9988,3.8,1014.1,-2,0,"ENE",0.5,"Huairou"
6178,2013,11,13,9,71,87,24,70,1500,7.0686,7.4,1013.6,-0.8,0,"SE",0.8,"Huairou"
6179,2013,11,13,10,71,87,24,70,2100,8.7822,7.9,1013.2,-0.6,0,"NNE",0.5,"Huairou"
6180,2013,11,13,11,87,119,74,82,2300,12.852,8.8,1011.9,-0.3,0,"SE",0.8,"Huairou"
6181,2013,11,13,12,102,135,100,88,2900,16.4934,9.3,1010.8,-0.6,0,"SSE",1.1,"Huairou"
6182,2013,11,13,13,127,162,117,102,2900,18.4212,8.8,1009.7,-0.3,0,"SE",1.3,"Huairou"
6183,2013,11,13,14,148,184,103,108,2900,14.7798,8.6,1009.5,-0.2,0,"SSE",1.3,"Huairou"
6184,2013,11,13,15,162,196,102,113,2700,13.2804,7.9,1009.5,0.1,0,"SSW",1,"Huairou"
6185,2013,11,13,16,185,228,89,128,2900,6.6402,6.4,1009.4,0.5,0,"WNW",0.7,"Huairou"
6186,2013,11,13,17,199,246,83,140,3100,2.142,4.9,1009.7,0.1,0,"WNW",1.1,"Huairou"
6187,2013,11,13,18,195,227,42,132,3200,0.8568,4.7,1010,-0.1,0,"WNW",1.1,"Huairou"
6188,2013,11,13,19,201,228,38,128,3500,2.3562,3.9,1010,-0.5,0,"WNW",0.7,"Huairou"
6189,2013,11,13,20,196,206,30,119,3300,1.9278,3.3,1010.1,-0.5,0,"W",0.7,"Huairou"
6190,2013,11,13,21,194,197,30,116,3300,1.9278,3.1,1010.1,-0.2,0,"SW",0.7,"Huairou"
6191,2013,11,13,22,170,197,29,113,3000,0.8568,2.5,1009.8,-0.8,0,"ENE",0.6,"Huairou"
6192,2013,11,13,23,161,162,30,112,3000,0.8568,2.2,1009.9,-0.2,0,"N",0.8,"Huairou"
6193,2013,11,14,0,155,162,23,105,3000,0.8568,1.4,1009.9,-0.7,0,"WSW",0.9,"Huairou"
6194,2013,11,14,1,150,144,21,102,2900,0.8568,0.9,1009.9,-1.2,0,"SSE",1.1,"Huairou"
6195,2013,11,14,2,145,139,15,99,2800,0.4284,0.3,1010.2,-1.9,0,"NW",1,"Huairou"
6196,2013,11,14,3,143,138,16,100,2700,0.4284,0.5,1009.7,-1.7,0,"WNW",1,"Huairou"
6197,2013,11,14,4,157,156,17,100,2700,2.142,4.7,1009.7,-7.1,0,"W",0.8,"Huairou"
6198,2013,11,14,5,128,117,13,90,2300,1.7136,7.2,1009.7,-8.4,0,"W",2.1,"Huairou"
6199,2013,11,14,6,80,70,9,67,1400,8.9964,8.2,1010.1,-9.7,0,"WNW",3.2,"Huairou"
6200,2013,11,14,7,49,53,8,55,1300,13.2804,8.7,1010.8,-9.3,0,"WNW",3.8,"Huairou"
6201,2013,11,14,8,29,53,11,32,500,47.124,9.3,1011,-9.8,0,"W",3.4,"Huairou"
6202,2013,11,14,9,17,26,5,14,300,67.6872,10.6,1010.8,-9.7,0,"W",3.5,"Huairou"
6203,2013,11,14,10,3,11,4,10,200,73.4706,11.6,1010.1,-10,0,"W",3.4,"Huairou"
6204,2013,11,14,11,14,20,2,9,200,78.3972,13,1009,-10.8,0,"WSW",4.7,"Huairou"
6205,2013,11,14,12,9,16,3,10,200,80.9676,14.4,1008,-10.4,0,"WSW",2,"Huairou"
6206,2013,11,14,13,16,22,4,8,200,84.609,14.2,1007.5,-11.3,0,"WNW",2.3,"Huairou"
6207,2013,11,14,14,18,36,4,8,200,87.1794,14.4,1007.5,-11.2,0,"W",2.4,"Huairou"
6208,2013,11,14,15,20,54,4,9,200,87.822,13.9,1007.7,-11.6,0,"WSW",1.9,"Huairou"
6209,2013,11,14,16,9,63,5,11,300,86.3226,11.9,1008,-11,0,"W",1.7,"Huairou"
6210,2013,11,14,17,15,65,9,15,300,81.8244,9.1,1008.6,-9.9,0,"WSW",0.8,"Huairou"
6211,2013,11,14,18,35,69,14,23,400,71.757,7.3,1009,-9.6,0,"W",0.9,"Huairou"
6212,2013,11,14,19,30,80,16,49,700,41.9832,5,1009.2,-9.6,0,"WNW",0.5,"Huairou"
6213,2013,11,14,20,49,111,15,67,1400,16.9218,3.6,1009.7,-6.4,0,"WNW",1,"Huairou"
6214,2013,11,14,21,66,116,14,64,1400,11.9952,2.3,1010.2,-5.6,0,"NW",0.6,"Huairou"
6215,2013,11,14,22,33,74,14,36,800,33.6294,1.8,1010.2,-7.8,0,"SW",0.6,"Huairou"
6216,2013,11,14,23,37,62,12,28,700,39.8412,1.4,1010.2,-7.2,0,"SE",0.4,"Huairou"
6217,2013,11,15,0,35,65,10,31,800,32.7726,0.1,1010.2,-6.1,0,"WNW",1.1,"Huairou"
6218,2013,11,15,1,39,67,17,44,1000,18.207,-0.2,1010.4,-7.5,0,"WNW",0.8,"Huairou"
6219,2013,11,15,2,46,83,18,65,1200,2.9988,-0.6,1010.3,-5.4,0,"WSW",0.5,"Huairou"
6220,2013,11,15,3,39,60,10,36,900,19.7064,-0.8,1010.2,-7.6,0,"S",0.5,"Huairou"
6221,2013,11,15,4,36,64,12,42,900,14.7798,-0.9,1010.1,-6.5,0,"W",0.7,"Huairou"
6222,2013,11,15,5,34,58,12,42,900,13.7088,-1.5,1009.9,-6.6,0,"SE",1,"Huairou"
6223,2013,11,15,6,35,64,16,53,1000,6.426,-1.7,1009.9,-6.3,0,"SSE",0.6,"Huairou"
6224,2013,11,15,7,35,74,17,61,1100,2.7846,-0.8,1010.2,-6,0,"NNW",0.9,"Huairou"
6225,2013,11,15,8,44,100,18,62,1400,4.4982,3.8,1010.3,-5.4,0,"SW",0.8,"Huairou"
6226,2013,11,15,9,43,103,23,57,900,9.2106,7.6,1010,-5.2,0,"ESE",0.9,"Huairou"
6227,2013,11,15,10,54,115,72,67,900,14.1372,10.3,1008.9,-4.9,0,"E",0.9,"Huairou"
6228,2013,11,15,11,66,150,122,72,1100,22.2768,15.2,1007.3,-10.5,0,"W",2.6,"Huairou"
6229,2013,11,15,12,79,173,51,72,1100,28.4886,15.6,1006.3,-11,0,"W",2.7,"Huairou"
6230,2013,11,15,13,57,173,28,25,500,69.4008,17,1005.4,-10.7,0,"WSW",1.1,"Huairou"
6231,2013,11,15,14,58,153,23,19,400,77.9688,16.8,1005.2,-10.9,0,"SSW",1.3,"Huairou"
6232,2013,11,15,15,53,154,25,22,400,77.3262,15.8,1005.2,-11.7,0,"WSW",1.9,"Huairou"
6233,2013,11,15,16,49,159,29,25,400,76.8978,13.2,1005.5,-7,0,"SW",1.6,"Huairou"
6234,2013,11,15,17,70,201,42,94,1200,35.343,10.7,1006.1,-6.6,0,"W",0.7,"Huairou"
6235,2013,11,15,18,129,272,77,171,2300,2.9988,8.3,1006.4,-7.5,0,"WNW",0.9,"Huairou"
6236,2013,11,15,19,112,216,51,146,1900,2.5704,6.2,1006.6,-5.5,0,"SSW",0.6,"Huairou"
6237,2013,11,15,20,135,256,52,146,2700,5.7834,4.8,1006.7,-5.6,0,"W",0.9,"Huairou"
6238,2013,11,15,21,187,325,48,143,3700,5.9976,3.8,1006.5,-6,0,"NE",0.6,"Huairou"
6239,2013,11,15,22,115,198,25,106,2200,2.3562,3.8,1006.5,-4.9,0,"WSW",0.7,"Huairou"
6240,2013,11,15,23,93,153,23,88,1500,2.5704,4.3,1006.2,-5.5,0,"WNW",0.8,"Huairou"
6241,2013,11,16,0,80,147,22,78,1300,5.9976,4.3,1005.6,-5.5,0,"W",0.7,"Huairou"
6242,2013,11,16,1,71,143,23,75,1100,7.2828,4.6,1005.7,-5.5,0,"NNE",0.8,"Huairou"
6243,2013,11,16,2,75,142,21,69,1200,8.3538,4.9,1005.5,-5.8,0,"WNW",2,"Huairou"
6244,2013,11,16,3,100,190,32,94,1700,NA,11.5,1005.3,-6.9,0,"WNW",3.3,"Huairou"
6245,2013,11,16,4,86,177,41,91,1500,6.6402,11.3,1005.2,-6.6,0,"WNW",3.4,"Huairou"
6246,2013,11,16,5,79,238,13,14,400,71.1144,10.1,1006.1,-7.6,0,"WNW",2.4,"Huairou"
6247,2013,11,16,6,64,219,4,6,200,81.1818,9.8,1006.8,-7.9,0,"NW",2.7,"Huairou"
6248,2013,11,16,7,39,123,2,5,200,78.6114,9.5,1008.1,-7.2,0,"WNW",2.6,"Huairou"
6249,2013,11,16,8,21,77,2,9,300,73.4706,10.7,1008.9,-8.1,0,"NNW",1.7,"Huairou"
6250,2013,11,16,9,15,48,2,8,300,73.0422,11.8,1009.2,-8.2,0,"NW",2.3,"Huairou"
6251,2013,11,16,10,5,16,1,6,200,74.1132,10.8,1009.6,-9.5,0,"N",1.7,"Huairou"
6252,2013,11,16,11,3,17,1,5,300,77.5404,11.7,1009.3,-10.6,0,"WNW",2.6,"Huairou"
6253,2013,11,16,12,4,19,6,8,300,75.1842,11.5,1009.1,-11.4,0,"WNW",3.2,"Huairou"
6254,2013,11,16,13,4,41,1,5,300,77.7546,11.2,1009.5,-11.6,0,"NW",4.9,"Huairou"
6255,2013,11,16,14,3,15,1,4,200,76.6836,10.3,1010.8,-12.4,0,"W",2.6,"Huairou"
6256,2013,11,16,15,8,68,1,5,200,77.3262,9.5,1012.1,-11.2,0,"NW",3.6,"Huairou"
6257,2013,11,16,16,7,39,2,6,300,72.828,7.6,1013.3,-11.2,0,"WNW",2.1,"Huairou"
6258,2013,11,16,17,5,15,3,8,300,68.3298,6.7,1014.5,-11.5,0,"WNW",1.1,"Huairou"
6259,2013,11,16,18,5,11,1,8,300,66.1878,6.3,1015.3,-11.8,0,"NW",2.3,"Huairou"
6260,2013,11,16,19,8,10,1,7,300,63.189,4.6,1015.4,-11.1,0,"W",1.2,"Huairou"
6261,2013,11,16,20,3,11,1,7,300,60.8328,3.5,1015.4,-10.9,0,"NNW",0.8,"Huairou"
6262,2013,11,16,21,5,7,2,11,300,55.4778,2.3,1015.3,-10.3,0,"NW",1.1,"Huairou"
6263,2013,11,16,22,3,12,10,23,500,43.0542,0.5,1014.8,-9.3,0,"WNW",1.1,"Huairou"
6264,2013,11,16,23,15,21,14,42,700,18.4212,0,1014.7,-8.7,0,"W",1.1,"Huairou"
6265,2013,11,17,0,27,42,8,45,1100,11.3526,-0.6,1014.3,-9,0,"W",0.7,"Huairou"
6266,2013,11,17,1,18,6,8,14,700,41.5548,-0.7,1014,-9.9,0,"SE",0.5,"Huairou"
6267,2013,11,17,2,14,7,3,10,600,43.0542,-1.9,1013.7,-7.4,0,"NW",1.3,"Huairou"
6268,2013,11,17,3,8,6,3,7,400,47.5524,-1.8,1013.3,-9,0,"WNW",1.7,"Huairou"
6269,2013,11,17,4,8,8,3,7,400,43.2684,-0.7,1013.5,-9.6,0,"WNW",1.1,"Huairou"
6270,2013,11,17,5,6,6,4,4,300,52.6932,-1.2,1013.7,-9.1,0,"WNW",0.9,"Huairou"
6271,2013,11,17,6,3,6,5,6,200,56.5488,-2,1014.4,-8.7,0,"ENE",0.6,"Huairou"
6272,2013,11,17,7,3,6,4,7,300,60.6186,0.2,1015.2,-8.8,0,"ESE",1,"Huairou"
6273,2013,11,17,8,8,24,10,24,600,43.2684,5.5,1015.5,-12.5,0,"W",2,"Huairou"
6274,2013,11,17,9,48,74,25,41,1100,28.917,7.1,1015.5,-14.4,0,"WNW",2.5,"Huairou"
6275,2013,11,17,10,5,6,2,5,200,68.544,8.4,1015.2,-14.6,0,"WNW",1.5,"Huairou"
6276,2013,11,17,11,3,6,2,4,200,71.3286,8.6,1014.4,-15.9,0,"NNW",4.2,"Huairou"
6277,2013,11,17,12,3,6,3,4,200,73.2564,9.3,1013.9,-15.3,0,"NNW",2.3,"Huairou"
6278,2013,11,17,13,7,27,7,6,200,74.7558,8.8,1013.9,-15.7,0,"NNW",1.9,"Huairou"
6279,2013,11,17,14,3,6,4,6,200,74.5416,8.6,1014.2,-14.4,0,"WNW",3.5,"Huairou"
6280,2013,11,17,15,6,26,5,6,200,74.3274,8.1,1014.8,-13,0,"N",2.9,"Huairou"
6281,2013,11,17,16,7,27,7,8,300,70.9002,6.7,1015.4,-14.1,0,"NW",2.5,"Huairou"
6282,2013,11,17,17,8,24,3,6,200,73.0422,6.2,1016.8,-15.2,0,"NW",3.4,"Huairou"
6283,2013,11,17,18,8,17,5,8,300,68.7582,5.5,1017.3,-14.6,0,"WNW",2.1,"Huairou"
6284,2013,11,17,19,5,18,4,6,300,67.9014,5.2,1017.6,-14.3,0,"N",1.2,"Huairou"
6285,2013,11,17,20,5,14,4,6,300,65.9736,5.2,1017.8,-13.8,0,"N",1.9,"Huairou"
6286,2013,11,17,21,5,10,5,7,300,62.9748,3,1018,-12.5,0,"WNW",1.2,"Huairou"
6287,2013,11,17,22,4,10,4,8,300,62.118,1.1,1017.9,-12.3,0,"NW",1,"Huairou"
6288,2013,11,17,23,6,10,6,8,300,59.976,0.8,1017.8,-12.3,0,"W",1.2,"Huairou"
6289,2013,11,18,0,8,9,5,7,300,61.2612,1.3,1017.6,-11.2,0,"W",1.1,"Huairou"
6290,2013,11,18,1,6,7,3,3,200,64.6884,1.6,1017.6,-10.6,0,"WNW",1.6,"Huairou"
6291,2013,11,18,2,4,6,3,3,200,63.6174,1.9,1017.3,-10.6,0,"W",2.3,"Huairou"
6292,2013,11,18,3,4,6,2,2,200,65.9736,2.1,1017.3,-11.8,0,"WNW",1.1,"Huairou"
6293,2013,11,18,4,3,6,2,2,200,66.402,0.3,1017.6,-12.7,0,"NNE",1.1,"Huairou"
6294,2013,11,18,5,3,6,2,3,200,64.0458,-1.1,1017.7,-13.3,0,"WNW",1.3,"Huairou"
6295,2013,11,18,6,3,6,18,17,400,49.0518,-2.5,1018.3,-12.3,0,"NW",0.9,"Huairou"
6296,2013,11,18,7,3,6,3,11,300,55.0494,0.1,1019,-13.9,0,"NW",0.8,"Huairou"
6297,2013,11,18,8,3,9,4,16,300,50.7654,4.6,1019.1,-14.3,0,"E",1.7,"Huairou"
6298,2013,11,18,9,21,38,10,34,700,34.0578,6.3,1019,-14.5,0,"S",1,"Huairou"
6299,2013,11,18,10,14,20,10,15,400,55.9062,5.7,1018.4,-15.6,0,"WNW",1.8,"Huairou"
6300,2013,11,18,11,9,8,NA,8,200,65.331,7.3,1017.2,-15.5,0,"SW",1.7,"Huairou"
6301,2013,11,18,12,5,6,4,6,200,70.9002,8.1,1016.3,-16.3,0,"W",2.5,"Huairou"
6302,2013,11,18,13,5,6,1,4,200,74.3274,8.1,1015.7,-17.1,0,"ENE",1.3,"Huairou"
6303,2013,11,18,14,3,6,2,7,200,71.757,7.9,1015.9,-16.4,0,"NNW",2.1,"Huairou"
6304,2013,11,18,15,6,16,1,4,200,76.6836,7.1,1016.2,-16.4,0,"NW",2.5,"Huairou"
6305,2013,11,18,16,5,11,1,4,200,76.6836,5.6,1016.6,-16.9,0,"N",1.4,"Huairou"
6306,2013,11,18,17,8,14,5,15,300,65.7594,4.5,1017.1,-15.4,0,"NNW",2.1,"Huairou"
6307,2013,11,18,18,7,20,5,18,400,59.3334,3.7,1017.7,-16.1,0,"NNE",1.4,"Huairou"
6308,2013,11,18,19,8,17,11,22,400,54.4068,2.5,1018,-16.1,0,"NNE",2.2,"Huairou"
6309,2013,11,18,20,13,23,39,24,500,49.266,2.3,1018.6,-15.3,0,"NE",2.2,"Huairou"
6310,2013,11,18,21,9,28,1,17,300,51.6222,2,1018.9,-15.5,0,"NE",1.6,"Huairou"
6311,2013,11,18,22,9,21,7,21,300,44.982,1.5,1018.8,-15.1,0,"NE",2.3,"Huairou"
6312,2013,11,18,23,9,17,2,15,300,49.0518,1.1,1018.9,-15.4,0,"NNE",1.6,"Huairou"
6313,2013,11,19,0,9,15,13,14,400,50.337,0.5,1018.6,-15.5,0,"NNE",1.3,"Huairou"
6314,2013,11,19,1,6,11,10,12,300,49.266,-1.7,1018.5,-13,0,"SW",0.9,"Huairou"
6315,2013,11,19,2,8,11,24,22,500,36.1998,-2.8,1018.1,-10.8,0,"NW",0.7,"Huairou"
6316,2013,11,19,3,7,6,24,7,400,55.692,-1.2,1017.6,-14.7,0,"NW",0.5,"Huairou"
6317,2013,11,19,4,3,6,15,19,400,43.4826,0.3,1017.4,-15.3,0,"NNE",1.4,"Huairou"
6318,2013,11,19,5,12,11,28,40,500,18.8496,-2,1017.4,-14.5,0,"ESE",0.7,"Huairou"
6319,2013,11,19,6,11,6,26,33,400,24.2046,-2.7,1017.5,-13.9,0,"SE",0.9,"Huairou"
6320,2013,11,19,7,10,6,15,44,500,13.7088,-1,1017.9,-12.3,0,"SE",0.8,"Huairou"
6321,2013,11,19,8,14,6,18,39,700,16.2792,2.3,1018.1,-14,0,"ENE",0.9,"Huairou"
6322,2013,11,19,9,14,12,41,32,600,26.9892,3.7,1017.8,-14.1,0,"E",1.2,"Huairou"
6323,2013,11,19,10,14,13,23,17,400,43.6968,4.5,1016.9,-14.9,0,"ENE",1.1,"Huairou"
6324,2013,11,19,11,11,7,13,12,300,52.2648,4.7,1015.5,-15.3,0,"NNE",1.4,"Huairou"
6325,2013,11,19,12,9,10,13,13,400,53.7642,5.9,1014.3,-14.8,0,"E",2,"Huairou"
6326,2013,11,19,13,10,9,7,10,300,58.905,7.3,1013.4,-14.9,0,"ESE",1.6,"Huairou"
6327,2013,11,19,14,8,10,12,12,300,60.4044,7.1,1013.2,-15,0,"ESE",1.2,"Huairou"
6328,2013,11,19,15,20,18,18,18,400,57.4056,7,1013,-15.1,0,"SE",0.9,"Huairou"
6329,2013,11,19,16,17,28,27,27,400,49.6944,4.3,1013.3,-13.1,0,"WNW",1.1,"Huairou"
6330,2013,11,19,17,16,27,22,36,400,34.4862,2.2,1013.6,-13.2,0,"WNW",1.2,"Huairou"
6331,2013,11,19,18,21,41,8,47,800,17.9928,1.1,1013.7,-13.1,0,"WNW",1.3,"Huairou"
6332,2013,11,19,19,38,43,11,41,900,23.1336,-0.4,1014.1,-14,0,"ENE",0.5,"Huairou"
6333,2013,11,19,20,32,41,8,34,800,25.704,-1.3,1014.4,-10.4,0,"SW",0.6,"Huairou"
6334,2013,11,19,21,36,37,6,30,800,25.0614,-1.8,1014.6,-9.4,0,"ESE",0.5,"Huairou"
6335,2013,11,19,22,40,37,6,30,900,22.9194,-2.4,1014.5,-9.8,0,"WNW",0.7,"Huairou"
6336,2013,11,19,23,33,34,6,27,800,23.7762,-3,1014.4,-11.5,0,"NE",0.7,"Huairou"
6337,2013,11,20,0,33,33,7,26,800,22.7052,-3.3,1014.4,-9.6,0,"WNW",0.8,"Huairou"
6338,2013,11,20,1,40,36,7,32,1000,13.4946,-3.4,1014.5,-10.3,0,"WNW",0.9,"Huairou"
6339,2013,11,20,2,39,34,13,30,900,14.7798,-3.7,1014.6,-9.7,0,"W",0.7,"Huairou"
6340,2013,11,20,3,35,32,18,31,900,15.4224,-4,1014.3,-10.8,0,"NNE",0.5,"Huairou"
6341,2013,11,20,4,32,30,37,31,700,8.3538,-4.3,1014.4,-10.1,0,"NW",0.8,"Huairou"
6342,2013,11,20,5,26,33,44,46,900,3.4272,-4.6,1014.4,-11,0,"WNW",0.9,"Huairou"
6343,2013,11,20,6,25,25,55,45,700,4.9266,-4.3,1014.6,-10.9,0,"NW",1.3,"Huairou"
6344,2013,11,20,7,23,29,22,36,700,9.8532,-2.5,1015.2,-10.1,0,"WNW",0.6,"Huairou"
6345,2013,11,20,8,31,37,15,40,1000,7.7112,1.9,1015.5,-9.7,0,"NNE",0.6,"Huairou"
6346,2013,11,20,9,44,65,51,50,1100,11.5668,5.6,1015.5,-9.4,0,"SE",0.9,"Huairou"
6347,2013,11,20,10,38,59,51,42,700,22.2768,8.5,1015.2,-9,0,"E",1.5,"Huairou"
6348,2013,11,20,11,26,49,45,33,NA,40.2696,9.7,1014.3,-8.9,0,"NNE",1.1,"Huairou"
6349,2013,11,20,12,22,28,28,25,400,53.3358,10.7,1013.4,-9.1,0,"SE",1.2,"Huairou"
6350,2013,11,20,13,12,12,13,13,200,67.9014,11,1012.9,-8.8,0,"E",1.9,"Huairou"
